인증기업목록,,,,,,,,
,,,,,,,,
분류명,업체명,전화번호,기업주소,,,,,
[259] 건축용 실링재,(주)백곰,055-387-1605,경상남도 양산시 산막공단남11길 14,,,,,
[210] LED 등기구,(주)백광전기통신,063-857-8787,전라북도 익산시 무왕로31길 254,,,,,
[303] 주방용 세제,(주)백구,031-542-0109,경기도 포천시 소흘읍 호국로287번길 32,,,,,
[724] 생분해성 수지 제품,(주)백년비닐몰,1899-1980-,"광주광역시 서구 매월2로 53, 23동 107호 (매월동, 광주산업용재유통센타)",,,,,
[210] LED 등기구,(주)백산라이팅,055-271-0103,"제주특별자치도 제주시 중앙로 352, 5층 506호 이도이동(이도이동,오현타워)",,,,,
[210] LED 등기구,(주)백신,031-529-4406,"경기도 남양주시 오남읍 양지로139번길 17-1, 사동",,,,,
[248] 벽 및 천장 마감재,(주)버미코리아,032-819-5422,"인천광역시 남동구 앵고개로653번길 25 (고잔동, 남동공단111블럭-3롯트)",,,,,
[723] 목재 성형제품,(주)범산시스텍,02-577-2574,경기도 용인시 처인구 모현면 초하로 35,,,,,
[727] 바이오매스 합성수지 제품,(주)범세,063-546-7086,전라북도 김제시 서흥공단1길 57 (주)범세,,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)베노,031-479-7700,"경기도 군포시 엘에스로 172, 1001호(금정동,한림휴먼타워)",,,,,
[722] 고무제품,(주)베노,031-479-7700,"경기도 군포시 엘에스로 172, 1001호(금정동,한림휴먼타워)",,,,,
[172] 가구,(주)베스툴,02-575-9575,대구광역시 달서구 성서로 105 (대천동),,,,,
[175] 의자,(주)베스툴,02-575-9575,대구광역시 달서구 성서로 105 (대천동),,,,,
[302] 세탁용 세제,(주)베스트비,02-897-7935,"경기도 광명시 하안로 108, 505 (소하동,에이스광명타워)",,,,,
[210] LED 등기구,(주)베크룩스,031-853-6408,경기도 포천시 가산면 금현경제로1길 27(금현산업단지),,,,,
[243] 보온·단열재,(주)벽산,02-2260-6084,서울특별시 중구 퇴계로 307 (광희동1가),,,,,
[248] 벽 및 천장 마감재,(주)벽산,02-2260-6084,서울특별시 중구 퇴계로 307 (광희동1가),,,,,
[253] 이중 바닥재,(주)벽산,02-2260-6084,서울특별시 중구 퇴계로 307 (광희동1가),,,,,
[250] 창호 및 창호부속품,(주)보경테크윈,043-233-0105,충청북도 청주시 흥덕구 강내면 태성탑연로 95,,,,,
[172] 가구,(주)보광,051-831-9000,부산광역시 강서구 녹산산단381로12번길 17,,,,,
[746] 골재 및 미분말,(주)보광,053-241-5081,경상북도 영천시 금호읍 오계공단길 1-55,,,,,
[743] 무기성 토목·건축 자재,(주)보광산업,055-587-2283,경상남도 함안군 칠서면 삼칠로 767,,,,,
[743] 무기성 토목·건축 자재,(주)보령환경산업,041-931-3541,충청남도 보령시 남포면 평촌밤섬길 218-201,,,,,
[223] 대변기,(주)보보코퍼레이션,02-523-0631,서울특별시 서초구 강남대로 449-3 9층 (서초동),,,,,
[210] LED 등기구,(주)보승전기,041-355-5711,충청남도 당진시 시곡로 326(시곡동),,,,,
[265] 발광다이오드 전광판,(주)보아정보기술,070-7510-8325,"인천광역시 미추홀구 염전로 129, A-104 (도화동,도화테크노)",,,,,
[743] 무기성 토목·건축 자재,(주)보원산업,061-363-7100,전라남도 곡성군 목사동면 강변로 361,,,,,
[743] 무기성 토목·건축 자재,(주)보창아스콘,041-932-3227,충청남도 보령시 웅천읍 충서로 1389-36,,,,,
[210] LED 등기구,(주)부강금속조명,031-765-3328,"경기도 시흥시 시청로68번길 30 (장현동, 208호)",,,,,
[608] 탈취제,(주)부강테크,070-5050-5555,대전광역시 유성구 유성대로1184번길 25 (신성동),,,,,
[250] 창호 및 창호부속품,(주)부광시스템,053-965-4102,"대구광역시 동구 대림로2길 5, 4층(괴전동)",,,,,
[210] LED 등기구,(주)부광하이텍,064-726-3476,"제주특별자치도 제주시 거로남8길 21-21(화북이동, 부광빌딩)",,,,,
[250] 창호 및 창호부속품,(주)부국,061-981-1009,전라남도 무안군 삼향읍 삼향공단길 56-31,,,,,
[210] LED 등기구,(주)부력에너지,053-817-8855,"경상북도 경산시 남천면 협석2길 29, 나동, 다동",,,,,
[245] 투수 콘크리트 제품,(주)부산시멘트,055-323-0014,"부산광역시 강서구 유통단지1로 41, 본관동 311호(대저2동)",,,,,
[745] 블록·타일·판재류,(주)부산시멘트,055-323-0014,"부산광역시 강서구 유통단지1로 41, 본관동 311호(대저2동)",,,,,
[252] 장식용 합성수지 시트,(주)부성그라비아,032-817-1701,"인천광역시 남동구 능허대로 575 (고잔동, 남동공단 133B 5L)",,,,,
[250] 창호 및 창호부속품,(주)부성윈시스템,061-763-8125,전라남도 광양시 광양읍 익신산단1길 127,,,,,
[250] 창호 및 창호부속품,(주)부성이엔씨,042-584-3910,대전광역시 중구 성산로19번길 26(안영동),,,,,
[250] 창호 및 창호부속품,(주)부성창호,052-254-8125,울산광역시 울주군 웅촌면 당고개1길 42-34,,,,,
[766] 종량제 쓰레기 봉투,(주)부성화학,031-531-6010,경기도 포천시 영중면 영일로97번길 56,,,,,
[743] 무기성 토목·건축 자재,(주)부영개발,051-263-5811,부산광역시 사하구 다산로208번길 44(장림동),,,,,
[244] 건설용 방수재,(주)부일건화,02-3473-4066,"서울특별시 금천구 가산디지털1로 181 , 1202호,1203호,1204호,1205호,1206호(가산동,가산더블유센터)",,,,,
[743] 무기성 토목·건축 자재,(주)부일산업,064-784-6000,"제주특별자치도 제주시 구좌읍 월행남길 111, 102동",,,,,
[243] 보온·단열재,(주)부천수지,031-354-2050,경기도 화성시 팔탄면 시청로721번길 20,,,,,
[746] 골재 및 미분말,(주)부호산업개발,054-834-7977,경상북도 의성군 단촌면 북부길 466-11,,,,,
[250] 창호 및 창호부속품,(주)북원이앤씨,033-743-4704,"강원도 원주시 우무개로 181, 1층(우산동)",,,,,
[509] 자동차용 창유리 세정액,(주)불스원,02-2106-7796,"서울특별시 강남구 테헤란로 306, 6층(역삼동, 카이트타워)",,,,,
[223] 대변기,(주)브라운통상,02-2233-9951,경기도 광주시 곤지암읍 오향길15번길 26,,,,,
[724] 생분해성 수지 제품,(주)브러시월드,031-245-3235,"경기도 평택시 안중읍 현덕로 58-33, A동",,,,,
[727] 바이오매스 합성수지 제품,(주)브러시월드,031-245-3235,"경기도 평택시 안중읍 현덕로 58-33, A동",,,,,
[744] 슬래그 가공 제품,(주)브이샘,032-577-7591,"서울특별시 서초구 강남대로 351 (서초동, 청남빌딩 11층)",,,,,
[209] 일반조명용 LED 램프,(주)블루싸이언스,070-4070-7976,"경상남도 창원시 의창구 창원대로18번길 46, 1518호 경남창원과학기술진흥원(팔용동)",,,,,
[210] LED 등기구,(주)블루싸이언스,070-4070-7976,"경상남도 창원시 의창구 창원대로18번길 46, 1518호 경남창원과학기술진흥원(팔용동)",,,,,
[250] 창호 및 창호부속품,(주)비룡씨에이치씨,033-261-9495,강원도 춘천시 동산면 논골길 17-24,,,,,
[607] 수처리제,(주)비봉케미칼,052-272-3822,울산광역시 울주군 온산읍 화산로 219,,,,,
[608] 탈취제,(주)비비코리아,031-683-4002,경기도 평택시 청북읍 청북중앙로 329,,,,,
[210] LED 등기구,(주)비알인포텍,031-364-8896,"인천광역시 연수구 송도과학로 32, S동 2603-3호(송도동, 송도테크노파크IT센터)",,,,,
[265] 발광다이오드 전광판,(주)비알인포텍,031-364-8896,"인천광역시 연수구 송도과학로 32, S동 2603-3호(송도동, 송도테크노파크IT센터)",,,,,
[241] 페인트,(주)비앤비,031-543-2358,경기도 포천시 가산면 가산로96번길 56,,,,,
[103] 종이 점착테이프 및 종이 점착시트,(주)비앤케이테이프솔루션,031-945-8867,"경기도 파주시 교하로 1237-14, 1동 2층(오도동)",,,,,
[210] LED 등기구,(주)비에스아이조명,032-330-7532,"인천광역시 부평구 주부토로151번길 3(갈산동,202호)",,,,,
[311] 의류,(주)비에스지,053-354-2222,대구광역시 북구 3공단로48길 6 (노원동3가),,,,,
[256] 장식용 인조피혁,(주)비에스텍,031-611-7230,경기도 평택시 서탄면 서탄로 448-64,,,,,
[303] 주방용 세제,(주)비엔디생활건강,02-552-8481,충청북도 음성군 생극면 생극산단길 31,,,,,
[307] 액상 세탁용 세제,(주)비엔디생활건강,02-552-8481,충청북도 음성군 생극면 생극산단길 31,,,,,
[248] 벽 및 천장 마감재,(주)비엔비,031-798-6780,충청북도 음성군 삼성면 금일로700번길 31,,,,,
[256] 장식용 인조피혁,(주)비엘케미칼,010-4352-0907,"경기도 광주시 회덕길28번길 36, 제1동(회덕동)",,,,,
[246] 실내용 바닥 장식재,(주)비엠에스코리아,02-2202-1452,"서울특별시 서초구 방배로 93, 3층 335호(방배동, 보령빌딩)",,,,,
[172] 가구,(주)비엠오피스퍼니처,031-902-8234,경기도 파주시 상골길 191-73 (맥금동),,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)비이텍,042-935-9775,"대전광역시 대덕구 무지니1길 43 , 1층 (평촌동)",,,,,
[241] 페인트,(주)비전씨앤디,070-7841-4345,경기도 평택시 산단로 35-16,,,,,
[746] 골재 및 미분말,(주)비전에너지,061-723-4777,전라남도 순천시 해룡면 용전길 32-56,,,,,
[250] 창호 및 창호부속품,(주)비제이,055-299-4210,경상남도 창원시 의창구 북면 천주로769번길 40-2,,,,,
[745] 블록·타일·판재류,(주)비젼세라믹,063-581-2043,전라북도 부안군 보안면 부안로 1256,,,,,
[265] 발광다이오드 전광판,(주)비젼코리아,031-991-3131,경기도 김포시 양촌읍 김포한강4로265번길 71-24,,,,,
[209] 일반조명용 LED 램프,(주)비젼테크,051-529-7001,부산광역시 금정구 개좌로 263(회동동),,,,,
[210] LED 등기구,(주)비젼테크,051-529-7001,부산광역시 금정구 개좌로 263(회동동),,,,,
[311] 의류,(주)비즈링크,042-368-0702,"대전광역시 대덕구 한남로 70 창업지원단 201호 (오정동,한남대학교)",,,,,
[724] 생분해성 수지 제품,(주)비지에프리테일,02-528-9972,"서울특별시 강남구 테헤란로 405, 11층(삼성동)",,,,,
[603] 산업용 축전지,(주)비츠로,041-832-7202,충청남도 부여군 은산면 은남로20번길 70,,,,,
[265] 발광다이오드 전광판,(주)비츠에스앤지,031-340-3557,"경기도 용인시 기흥구 흥덕1로 13, 컴플렉스동 12층 비1206호(영덕동, 흥덕아이티밸리)",,,,,
[221] 수도꼭지,(주)비케이,031-981-3495,경기도 김포시 월곶면 비석동로27번길 119,,,,,
[608] 탈취제,(주)비타바이오,042-627-4647,"대전광역시 동구 한밭대로1297번길 9 (용전동, 종근당빌딩 501호, 501-2호)",,,,,
[210] LED 등기구,(주)비티전자,054-274-0618,경상북도 포항시 북구 용당로 61-6(용흥동),,,,,
[723] 목재 성형제품,(주)비피판넬,031-556-2747,"경기도 남양주시 화도읍 수레로 930, 다동 1층",,,,,
[655] 부품·장치 세척기,(주)빅텍스,032-561-4016,경기도 김포시 양촌읍 황금3로8번길 33,,,,,
[210] LED 등기구,(주)빛누리,031-989-3485,경기도 김포시 통진읍 고척로 203,,,,,
[252] 장식용 합성수지 시트,(주)빠라베에사,031-871-7117,경기도 양주시 광적면 화합로 179-17,,,,,
[724] 생분해성 수지 제품,(주)사나래,031-631-2445,경기도 이천시 모가면 진상미로1385번길 70,,,,,
[766] 종량제 쓰레기 봉투,(주)사나래,031-631-2445,경기도 이천시 모가면 진상미로1385번길 70,,,,,
[303] 주방용 세제,(주)사라야코리아,02-3487-5149,"경기도 성남시 분당구 성남대로925번길 41, 4층(야탐동, 파인벤처빌딩)",,,,,
[172] 가구,(주)사모스,070-4786-8000,대전광역시 동구 하소중로 22,,,,,
[104] 토너카트리지,(주)사이클론,051-941-0308,부산광역시 강서구 낙동북로 35(강동동),,,,,
[745] 블록·타일·판재류,(주)산수코리아,043-732-0901,충청북도 옥천군 청성면 신매인정로 30,,,,,
[304] 업소용 식기세척기용 세제,(주)삶본,02-3417-1117,"서울특별시 서초구 반포대로21길 53, 2층 (서초동)",,,,,
[241] 페인트,(주)삼광건설,042-586-3756,"대전광역시 중구 대둔산로 384 202호(산성동,대하빌딩)",,,,,
[210] LED 등기구,(주)삼광테라피,033-343-7770,"강원도 횡성군 횡성읍 청용길 19, 103호,207호(창업보육센터)",,,,,
[743] 무기성 토목·건축 자재,(주)삼남,041-951-9563,충청남도 서천군 판교면 대백제로 2220,,,,,
[210] LED 등기구,(주)삼덕라이팅,031-768-7898,"경기도 광주시 광남안로 199-13, 199-15 (목동)",,,,,
[743] 무기성 토목·건축 자재,(주)삼덕아스콘,063-453-7711,전라북도 군산시 성산면 왕골로 277,,,,,
[205] 방전램프용 안정기,(주)삼립,031-281-2053,"경기도 용인시 기흥구 덕영대로1967번길 2, 1층 (하갈동)",,,,,
[210] LED 등기구,(주)삼립,031-281-2053,"경기도 용인시 기흥구 덕영대로1967번길 2, 1층 (하갈동)",,,,,
[221] 수도꼭지,(주)삼립엔지니어링,032-562-4401,인천광역시 서구 봉수대로1568번길 50(금곡동),,,,,
[210] LED 등기구,(주)삼명사,051-261-3551,부산광역시 사하구 장평로71번길 38,,,,,
[144] 개인용 컴퓨터,(주)삼보컴퓨터,031-489-3087,경기도 안산시 단원구 능안로 98-12,,,,,
[145] 노트북 컴퓨터,(주)삼보컴퓨터,031-489-3087,경기도 안산시 단원구 능안로 98-12,,,,,
[147] 컴퓨터용 모니터,(주)삼보컴퓨터,031-489-3087,경기도 안산시 단원구 능안로 98-12,,,,,
[724] 생분해성 수지 제품,(주)삼보케미칼,031-671-2484,경기도 김포시 하성면 봉성로 65,,,,,
[743] 무기성 토목·건축 자재,(주)삼성,054-724-6000,경상북도 포항시 남구 동해면 일월로278번길 74,,,,,
[241] 페인트,(주)삼성건업,031-672-4581,경기도 안성시 일죽면 방초산단로 12,,,,,
[244] 건설용 방수재,(주)삼성건업,031-672-4581,경기도 안성시 일죽면 방초산단로 12,,,,,
[743] 무기성 토목·건축 자재,(주)삼성산업,033-644-3636,강원도 강릉시 강동면 오이골말길 91,,,,,
[221] 수도꼭지,(주)삼성워터스,031-987-1119,경기도 김포시 하성면 하성로 437-13,,,,,
[727] 바이오매스 합성수지 제품,(주)삼성케미칼,031-989-1555,경기도 김포시 하성면 봉성로 126,,,,,
[252] 장식용 합성수지 시트,(주)삼성필름,031-534-8100,경기도 포천시 영중면 영일로 215-35,,,,,
[251] 접착제,(주)삼성하우징,052-227-6370,울산광역시 울주군 웅촌면 은현공단1길 28,,,,,
[746] 골재 및 미분말,(주)삼성환경개발,031-643-4410,경기도 이천시 설성면 설가로 219,,,,,
[244] 건설용 방수재,(주)삼송마그마,02-2008-1700,"서울특별시 송파구 법원로11길 11 4층 A-405호(문정동,문정현대지식산업센터1-1)",,,,,
[606] 포장재,(주)삼신상사,031-222-7490,"경기도 화성시 정남면 만년로98번길 47, 1층",,,,,
[743] 무기성 토목·건축 자재,(주)삼양레미콘,033-644-6676,강원도 강릉시 강동면 임곡로 102-16,,,,,
[243] 보온·단열재,(주)삼양수지,031-319-9460,"경기도 안산시 단원구 별망로 535 (원시동, 반월공단5블럭29)",,,,,
[249] 층간 소음 방지재,(주)삼양수지,031-319-9460,"경기도 안산시 단원구 별망로 535 (원시동, 반월공단5블럭29)",,,,,
[745] 블록·타일·판재류,(주)삼영씨.앤.알,061-743-9918,"전라남도 순천시 비봉길 70 , 상가동 204호(조례동,동아아파트)",,,,,
[210] LED 등기구,(주)삼오전자,032-623-5235,"인천광역시 부평구 부평대로 283, C동 310-C호(청천동, 부평우림라이온스밸리)",,,,,
[743] 무기성 토목·건축 자재,(주)삼우리콘산업,055-294-3330,"경상남도 창원시 의창구 창원대로397번길 34(팔용동, 정우파티마빌딩 7층)",,,,,
[612] 산업용 리튬이온전지,(주)삼우에스비,032-822-6377,"인천광역시 남동구 남동동로 84, 2층 216호(고잔동, 한국산업단지공단 남동지식산업센터)",,,,,
